Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,Status
ff-arc-heavyweight-hoodie,Arc Heavyweight Hoodie,"<p>520gsm heavyweight fleece hoodie with a boxy luxury silhouette, dropped shoulders, and tonal embroidery.</p><p>Built for layering with premium hand feel and clean finishings.</p>",FlyFlow,Apparel & Accessories > Clothing,Hoodies,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-bone",TRUE,Size,L,Color,Onyx,,,FF-AHH-ONYX-L,830,shopify,21,deny,manual,165,210,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,3,Arc Heavyweight Hoodie Onyx detail,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,active
ff-arc-heavyweight-hoodie,Arc Heavyweight Hoodie,"<p>520gsm heavyweight fleece hoodie with a boxy luxury silhouette, dropped shoulders, and tonal embroidery.</p><p>Built for layering with premium hand feel and clean finishings.</p>",FlyFlow,Apparel & Accessories > Clothing,Hoodies,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-bone",TRUE,Size,XL,Color,Onyx,,,FF-AHH-ONYX-XL,860,shopify,16,deny,manual,165,210,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,4,Arc Heavyweight Hoodie Onyx fit,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,active
ff-arc-heavyweight-hoodie,Arc Heavyweight Hoodie,"<p>520gsm heavyweight fleece hoodie with a boxy luxury silhouette, dropped shoulders, and tonal embroidery.</p><p>Built for layering with premium hand feel and clean finishings.</p>",FlyFlow,Apparel & Accessories > Clothing,Hoodies,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-bone",TRUE,Size,S,Color,Bone,,,FF-AHH-BONE-S,780,shopify,15,deny,manual,165,210,TRUE,TRUE,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1600&q=80,5,Arc Heavyweight Hoodie Bone,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1600&q=80,active
ff-arc-heavyweight-hoodie,Arc Heavyweight Hoodie,"<p>520gsm heavyweight fleece hoodie with a boxy luxury silhouette, dropped shoulders, and tonal embroidery.</p><p>Built for layering with premium hand feel and clean finishings.</p>",FlyFlow,Apparel & Accessories > Clothing,Hoodies,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-bone",TRUE,Size,M,Color,Bone,,,FF-AHH-BONE-M,800,shopify,18,deny,manual,165,210,TRUE,TRUE,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1600&q=80,6,Arc Heavyweight Hoodie Bone front,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1600&q=80,active
ff-arc-heavyweight-hoodie,Arc Heavyweight Hoodie,"<p>520gsm heavyweight fleece hoodie with a boxy luxury silhouette, dropped shoulders, and tonal embroidery.</p><p>Built for layering with premium hand feel and clean finishings.</p>",FlyFlow,Apparel & Accessories > Clothing,Hoodies,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-bone",TRUE,Size,L,Color,Bone,,,FF-AHH-BONE-L,830,shopify,14,deny,manual,165,210,TRUE,TRUE,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1600&q=80,7,Arc Heavyweight Hoodie Bone detail,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1600&q=80,active
ff-arc-heavyweight-hoodie,Arc Heavyweight Hoodie,"<p>520gsm heavyweight fleece hoodie with a boxy luxury silhouette, dropped shoulders, and tonal embroidery.</p><p>Built for layering with premium hand feel and clean finishings.</p>",FlyFlow,Apparel & Accessories > Clothing,Hoodies,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-bone",TRUE,Size,XL,Color,Bone,,,FF-AHH-BONE-XL,860,shopify,11,deny,manual,165,210,TRUE,TRUE,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1600&q=80,8,Arc Heavyweight Hoodie Bone fit,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1600&q=80,active
ff-luxe-tech-jogger,Luxe Tech Jogger,"<p>Tailored technical jogger in matte stretch nylon with articulated knees and clean zip closures.</p><p>Designed for luxury streetwear styling with a performance edge.</p>",FlyFlow,Apparel & Accessories > Clothing,Pants,"apparel,new-arrivals,best-sellers,material-nylon,style-techwear,color-onyx,color-slate",TRUE,Size,S,Color,Onyx,,,FF-LTJ-ONYX-S,490,shopify,24,deny,manual,145,185,TRUE,TRUE,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1600&q=80,1,Luxe Tech Jogger Onyx,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1600&q=80,active
ff-luxe-tech-jogger,Luxe Tech Jogger,"<p>Tailored technical jogger in matte stretch nylon with articulated knees and clean zip closures.</p><p>Designed for luxury streetwear styling with a performance edge.</p>",FlyFlow,Apparel & Accessories > Clothing,Pants,"apparel,new-arrivals,best-sellers,material-nylon,style-techwear,color-onyx,color-slate",TRUE,Size,M,Color,Onyx,,,FF-LTJ-ONYX-M,510,shopify,22,deny,manual,145,185,TRUE,TRUE,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1600&q=80,2,Luxe Tech Jogger Onyx profile,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1600&q=80,active
ff-luxe-tech-jogger,Luxe Tech Jogger,"<p>Tailored technical jogger in matte stretch nylon with articulated knees and clean zip closures.</p><p>Designed for luxury streetwear styling with a performance edge.</p>",FlyFlow,Apparel & Accessories > Clothing,Pants,"apparel,new-arrivals,best-sellers,material-nylon,style-techwear,color-onyx,color-slate",TRUE,Size,L,Color,Onyx,,,FF-LTJ-ONYX-L,530,shopify,18,deny,manual,145,185,TRUE,TRUE,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1600&q=80,3,Luxe Tech Jogger Onyx detail,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1600&q=80,active
ff-luxe-tech-jogger,Luxe Tech Jogger,"<p>Tailored technical jogger in matte stretch nylon with articulated knees and clean zip closures.</p><p>Designed for luxury streetwear styling with a performance edge.</p>",FlyFlow,Apparel & Accessories > Clothing,Pants,"apparel,new-arrivals,best-sellers,material-nylon,style-techwear,color-onyx,color-slate",TRUE,Size,S,Color,Slate,,,FF-LTJ-SLT-S,490,shopify,15,deny,manual,145,185,TRUE,TRUE,https://images.unsplash.com/photo-1552374196-c4e7ffc6e126?auto=format&fit=crop&w=1600&q=80,4,Luxe Tech Jogger Slate,https://images.unsplash.com/photo-1552374196-c4e7ffc6e126?auto=format&fit=crop&w=1600&q=80,active
ff-luxe-tech-jogger,Luxe Tech Jogger,"<p>Tailored technical jogger in matte stretch nylon with articulated knees and clean zip closures.</p><p>Designed for luxury streetwear styling with a performance edge.</p>",FlyFlow,Apparel & Accessories > Clothing,Pants,"apparel,new-arrivals,best-sellers,material-nylon,style-techwear,color-onyx,color-slate",TRUE,Size,M,Color,Slate,,,FF-LTJ-SLT-M,510,shopify,14,deny,manual,145,185,TRUE,TRUE,https://images.unsplash.com/photo-1552374196-c4e7ffc6e126?auto=format&fit=crop&w=1600&q=80,5,Luxe Tech Jogger Slate profile,https://images.unsplash.com/photo-1552374196-c4e7ffc6e126?auto=format&fit=crop&w=1600&q=80,active
ff-luxe-tech-jogger,Luxe Tech Jogger,"<p>Tailored technical jogger in matte stretch nylon with articulated knees and clean zip closures.</p><p>Designed for luxury streetwear styling with a performance edge.</p>",FlyFlow,Apparel & Accessories > Clothing,Pants,"apparel,new-arrivals,best-sellers,material-nylon,style-techwear,color-onyx,color-slate",TRUE,Size,L,Color,Slate,,,FF-LTJ-SLT-L,530,shopify,12,deny,manual,145,185,TRUE,TRUE,https://images.unsplash.com/photo-1552374196-c4e7ffc6e126?auto=format&fit=crop&w=1600&q=80,6,Luxe Tech Jogger Slate detail,https://images.unsplash.com/photo-1552374196-c4e7ffc6e126?auto=format&fit=crop&w=1600&q=80,active
ff-essential-oversized-tee,Essential Oversized Tee,"<p>Premium 280gsm cotton jersey tee with oversized fit, structured drape, and durable neckline.</p><p>An elevated base layer for every FlyFlow look.</p>",FlyFlow,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirts,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-cloud",TRUE,Size,S,Color,Onyx,,,FF-EOT-ONYX-S,320,shopify,36,deny,manual,88,115,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,1,Essential Oversized Tee Onyx,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,active
ff-essential-oversized-tee,Essential Oversized Tee,"<p>Premium 280gsm cotton jersey tee with oversized fit, structured drape, and durable neckline.</p><p>An elevated base layer for every FlyFlow look.</p>",FlyFlow,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirts,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-cloud",TRUE,Size,M,Color,Onyx,,,FF-EOT-ONYX-M,330,shopify,34,deny,manual,88,115,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,2,Essential Oversized Tee Onyx front,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,active
ff-essential-oversized-tee,Essential Oversized Tee,"<p>Premium 280gsm cotton jersey tee with oversized fit, structured drape, and durable neckline.</p><p>An elevated base layer for every FlyFlow look.</p>",FlyFlow,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirts,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-cloud",TRUE,Size,L,Color,Onyx,,,FF-EOT-ONYX-L,340,shopify,30,deny,manual,88,115,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,3,Essential Oversized Tee Onyx detail,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,active
ff-essential-oversized-tee,Essential Oversized Tee,"<p>Premium 280gsm cotton jersey tee with oversized fit, structured drape, and durable neckline.</p><p>An elevated base layer for every FlyFlow look.</p>",FlyFlow,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirts,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-cloud",TRUE,Size,XL,Color,Onyx,,,FF-EOT-ONYX-XL,355,shopify,24,deny,manual,88,115,TRUE,TRUE,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,4,Essential Oversized Tee Onyx fit,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1600&q=80,active
ff-essential-oversized-tee,Essential Oversized Tee,"<p>Premium 280gsm cotton jersey tee with oversized fit, structured drape, and durable neckline.</p><p>An elevated base layer for every FlyFlow look.</p>",FlyFlow,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirts,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-cloud",TRUE,Size,S,Color,Cloud,,,FF-EOT-CLD-S,320,shopify,28,deny,manual,88,115,TRUE,TRUE,https://images.unsplash.com/photo-1503341504253-dff4815485f1?auto=format&fit=crop&w=1600&q=80,5,Essential Oversized Tee Cloud,https://images.unsplash.com/photo-1503341504253-dff4815485f1?auto=format&fit=crop&w=1600&q=80,active
ff-essential-oversized-tee,Essential Oversized Tee,"<p>Premium 280gsm cotton jersey tee with oversized fit, structured drape, and durable neckline.</p><p>An elevated base layer for every FlyFlow look.</p>",FlyFlow,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirts,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-cloud",TRUE,Size,M,Color,Cloud,,,FF-EOT-CLD-M,330,shopify,26,deny,manual,88,115,TRUE,TRUE,https://images.unsplash.com/photo-1503341504253-dff4815485f1?auto=format&fit=crop&w=1600&q=80,6,Essential Oversized Tee Cloud front,https://images.unsplash.com/photo-1503341504253-dff4815485f1?auto=format&fit=crop&w=1600&q=80,active
ff-essential-oversized-tee,Essential Oversized Tee,"<p>Premium 280gsm cotton jersey tee with oversized fit, structured drape, and durable neckline.</p><p>An elevated base layer for every FlyFlow look.</p>",FlyFlow,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirts,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-cloud",TRUE,Size,L,Color,Cloud,,,FF-EOT-CLD-L,340,shopify,22,deny,manual,88,115,TRUE,TRUE,https://images.unsplash.com/photo-1503341504253-dff4815485f1?auto=format&fit=crop&w=1600&q=80,7,Essential Oversized Tee Cloud detail,https://images.unsplash.com/photo-1503341504253-dff4815485f1?auto=format&fit=crop&w=1600&q=80,active
ff-essential-oversized-tee,Essential Oversized Tee,"<p>Premium 280gsm cotton jersey tee with oversized fit, structured drape, and durable neckline.</p><p>An elevated base layer for every FlyFlow look.</p>",FlyFlow,Apparel & Accessories > Clothing > Shirts & Tops,T-Shirts,"apparel,new-arrivals,best-sellers,material-cotton,style-oversized,color-onyx,color-cloud",TRUE,Size,XL,Color,Cloud,,,FF-EOT-CLD-XL,355,shopify,18,deny,manual,88,115,TRUE,TRUE,https://images.unsplash.com/photo-1503341504253-dff4815485f1?auto=format&fit=crop&w=1600&q=80,8,Essential Oversized Tee Cloud fit,https://images.unsplash.com/photo-1503341504253-dff4815485f1?auto=format&fit=crop&w=1600&q=80,active
ff-atelier-crossbody,Atelier Crossbody,"<p>Structured leather crossbody with premium hardware, magnetic flap, and adjustable strap.</p><p>A designer accessory built for clean everyday carry.</p>",FlyFlow,Apparel & Accessories > Handbags,Accessories,"accessories,best-sellers,material-leather,style-crossbody,color-onyx,color-bone",TRUE,Size,One Size,Color,Onyx,,,FF-ATC-ONYX-OS,410,shopify,18,deny,manual,225,280,TRUE,TRUE,https://images.unsplash.com/photo-1591561954557-26941169b49e?auto=format&fit=crop&w=1600&q=80,1,Atelier Crossbody Onyx,https://images.unsplash.com/photo-1591561954557-26941169b49e?auto=format&fit=crop&w=1600&q=80,active
ff-atelier-crossbody,Atelier Crossbody,"<p>Structured leather crossbody with premium hardware, magnetic flap, and adjustable strap.</p><p>A designer accessory built for clean everyday carry.</p>",FlyFlow,Apparel & Accessories > Handbags,Accessories,"accessories,best-sellers,material-leather,style-crossbody,color-onyx,color-bone",TRUE,Size,One Size,Color,Bone,,,FF-ATC-BONE-OS,410,shopify,13,deny,manual,225,280,TRUE,TRUE,https://images.unsplash.com/photo-1544441893-675973e31985?auto=format&fit=crop&w=1600&q=80,2,Atelier Crossbody Bone,https://images.unsplash.com/photo-1544441893-675973e31985?auto=format&fit=crop&w=1600&q=80,active
